BreedGroupID	FieldPeriodID	sample.id	BirdID	TubeNumber	OriginalSampleIDUnique	season	SequencingRun	CatchID	OccasionID	BTO	FieldRing	CatchTerritoryID	SampleDate	SampleYear	FreezerDate3	Timeinfridge	SampleType	SampleType4Way	ExtractionDate	Qubit	BirthDate	SexEstimate	SampleTime	CatchTime	Ageclass	AgeDays	SamplingAge	EyeColour	BreedTerritoryNumber	BreedTerritoryID	Status	TQcorrected	averageTQ_SameType	TQnotes_SameType	TQFinal_SameType	FieldPeriodID_LastSeen	LastPeriodSeenDate	LastBreedYearSeen	DaysToLastSeen	DiedEver	BirthDateEstimated	SampleReads	is.negLab	is.negCollection	MeanTQ_FP	MeanCentredTQ	Status2	Ageclass2	YrsToLastSeen	TerminalYear	Timeinfridge_scaled	CatchTime_scaled	TQcorrected_scaled	n_members	seasonstgt	HelperPresent	FledglingPresent	TerritoryID
7772	164	Sample.118.134	5545	134	134	Major	1	10253	13659	V267500	EW/UX	177	13/09/2017	2017	25/09/2017	12	Faecal	Faecal	26/01/2018	0.656	03/08/2010	0	12:15	375	A	2598	7.113	RB	120	177	BrF	32073.94	NA	NA	32073.94	178	14/09/2022	2022	1827	yes	FALSE	70438	FALSE	FALSE	51559.520546875	-19485.580546875	Dominant	Old A	5.002053388090349	no	-0.6991553191033311	0.019273876039219665	0.09958790440290144	6	3	yes	no	177
7773	164	Sample.119.135	6785	135	135	Major	1	10254	13659	Z691378	VE/VX	140	13/09/2017	2017	25/09/2017	12	Faecal	Faecal	26/01/2018	0.0232	13/12/2016	1	10:20	260	SA	274	0.75	LB	94.2	140	SEEN1	28077.51	NA	NA	28077.51	178	14/09/2022	2022	1827	yes	TRUE	93648	FALSE	FALSE	51559.520546875	-23482.010546875	Unknown	SA	5.002053388090349	no	-0.6991553191033311	-0.3102899356697806	0.028438026719777926	6	4	no	yes	140
7772	164	Sample.12.17	6735	17	17	Major	1	10151	13518	Z691330	VO/NX	177	20/07/2017	2017	25/09/2017	67	Faecal	Faecal	22/01/2018	0.034	19/07/2016	0	15:25	565	A	366	1.002	RB	120	177	H	32073.94	NA	NA	32073.94	184	27/03/2023	2023	2076	no	FALSE	48059	FALSE	FALSE	51559.520546875	-19485.580546875	Subordinate	A 1-3 yrs	5.683778234086242	no	0.4489910223694009	0.5637706084280028	0.09958790440290144	6	3	yes	no	177
7767	164	Sample.120.91	6762	91	91	Major	1	10197	13609	Z691362	OW/WX	172	02/09/2017	2017	25/09/2017	23	Faecal	Faecal	26/01/2018	NA	01/09/2016	1	10:08	248	A	366	1.002	RB	123	172	SEEN1	40913.79	NA	NA	40913.79	178	14/09/2022	2022	1838	yes	FALSE	71748	FALSE	FALSE	51559.520546875	-10645.730546874998	Unknown	A 1-3 yrs	5.032169746748802	no	-0.4695260508087846	-0.3446792029785458	0.25696692673962684	5	3	no	no	172
7765	164	Sample.14.19	6727	19	19	Major	1	10143	13515	Z691331	NL/OX	40	27/07/2017	2017	25/09/2017	60	Faecal	Faecal	25/01/2018	0.0776	26/07/2016	0	09:03	183	A	366	1.002	RB	29	40	H	50547.64	NA	NA	50547.64	166	14/03/2018	2018	230	yes	FALSE	56076	FALSE	FALSE	51559.520546875	-1011.8805468749997	Subordinate	A 1-3 yrs	0.6297056810403833	yes	0.30286330618196233	-0.5309544009010243	0.4284818160577331	7	11	yes	yes	40
7772	164	Sample.15.20	6735	20	20	Major	1	10151	13518	Z691330	VO/NX	177	20/07/2017	2017	25/09/2017	67	Faecal	Faecal	18/12/2017	0.0296	19/07/2016	0	15:25	565	A	366	1.002	RB	120	177	H	32073.94	NA	NA	32073.94	184	27/03/2023	2023	2076	no	FALSE	58005	FALSE	FALSE	51559.520546875	-19485.580546875	Subordinate	A 1-3 yrs	5.683778234086242	no	0.4489910223694009	0.5637706084280028	0.09958790440290144	6	3	yes	no	177
7733	164	Sample.16.21	6675	21	21	Major	1	10181	13544	Z691143	VV/WX	71	09/08/2017	2017	25/09/2017	47	Faecal	Faecal	17/01/2018	0.0764	14/07/2016	0	09:26	206	SA	391	1.07	LB	50	71	AB	16628.27	NA	NA	16628.27	164	20/09/2017	2017	42	yes	FALSE	50049	FALSE	FALSE	51559.520546875	-34931.250546875	Subordinate	A 1-3 yrs	0.11498973305954825	yes	0.031483261833862033	-0.4650416385592242	-0.17539690234559413	8	1	yes	no	71
7733	164	Sample.17.22	6675	22	22	Major	1	10158	13520	Z691143	VV/WX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	22/01/2018	9.76	14/07/2016	0	09:10	190	SA	373	1.021	LB	50	71	AB	16628.27	NA	NA	16628.27	164	20/09/2017	2017	60	yes	FALSE	61634	FALSE	FALSE	51559.520546875	-34931.250546875	Subordinate	A 1-3 yrs	0.16427104722792607	yes	0.40724024631584704	-0.5108939949709111	-0.17539690234559413	8	1	yes	no	71
7749	164	Sample.18.23	6554	23	23	Major	1	10186	13546	X784190	LW/EX	58	31/07/2017	2017	25/09/2017	56	Faecal	Faecal	22/01/2018	0.0928	26/09/2015	0	16:38	638	A	674	1.845	RB	41.1	58	BrF	43152.92	NA	NA	43152.92	178	14/09/2022	2022	1871	yes	TRUE	45954	FALSE	FALSE	51559.520546875	-8406.600546875	Dominant	A 1-3 yrs	5.122518822724161	no	0.21936175407485453	0.7729719845563247	0.29683096179506685	6	3	no	yes	58
7745	164	Sample.19.24	6709	24	24	Major	1	10162	13523	Z691321	WW/XZ	112	19/07/2017	2017	25/09/2017	68	Faecal	Faecal	23/01/2018	0.126	14/10/2016	1	08:51	171	SA	278	0.761	LB	78	112	ABX	14117.69	NA	NA	14117.69	184	27/03/2023	2023	2077	no	TRUE	107270	FALSE	FALSE	51559.520546875	-37441.830546875	Subordinate	SA	5.686516084873374	no	0.4698664103961779	-0.5653436682097895	-0.22009365917949245	7	3	no	no	112
7776	164	Sample.2.1	6139	1	1	Major	1	10154	13498	L921081	RY/RX	75	26/06/2017	2017	25/09/2017	91	Faecal	Faecal	25/01/2018	0.0492	23/02/2014	0	08:49	169	A	1219	3.337	RB	51.2	75	BrF	49923.83	NA	NA	49923.83	173	23/09/2019	2019	819	yes	TRUE	66027	FALSE	FALSE	51559.520546875	-1635.6905468749974	Dominant	A 3-6 yrs	2.242299794661191	no	0.9500003350120476	-0.5710752127612504	0.41737590273071146	8	3	yes	yes	75
7837	164	Sample.20.25	6650	25	25	Major	1	10184	13545	Z691120	GN/SX	531	31/07/2017	2017	25/09/2017	56	Faecal	Faecal	22/01/2018	0.234	04/03/2016	1	15:38	578	A	514	1.407	RB	78.1	531	BrM	44940.59	NA	NA	44940.59	171	09/03/2019	2019	586	yes	TRUE	48720	FALSE	FALSE	51559.520546875	-6618.930546875003	Dominant	A 1-3 yrs	1.6043805612594113	no	0.21936175407485453	0.6010256480124984	0.32865749243310866	5	1	no	no	531
7796	164	Sample.21.26	6654	26	26	Major	1	10160	13520	Z691137	GO/SX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	20/12/2017	0.0546	16/07/2016	1	11:28	328	A	371	1.016	RB	46	63	AB	45367.55	NA	NA	45367.55	177	18/03/2022	2022	1700	yes	FALSE	71561	FALSE	FALSE	51559.520546875	-6191.970546874996	Subordinate	A 1-3 yrs	4.654346338124572	no	0.40724024631584704	-0.11541742092011087	0.3362588145570009	8	9	yes	yes	63
7791	164	Sample.22.27	6261	27	27	Major	1	10159	13520	Z691429	GR/XL	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	23/01/2018	0.0632	28/07/2014	1	09:10	190	A	1090	2.984	RB	46.1	64	BrM	25475.7	NA	NA	25475.7	177	18/03/2022	2022	1700	yes	FALSE	57029	FALSE	FALSE	51559.520546875	-26083.820546875	Dominant	A 1-3 yrs	4.654346338124572	no	0.40724024631584704	-0.5108939949709111	-0.017882930548265657	5	3	no	no	64
7796	164	Sample.23.28	5319	28	28	Major	1	10155	13520	V267424	OW/BX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	23/01/2018	0.0608	25/03/2009	0	09:02	182	A	3041	8.326	RB	46	63	H	45367.55	NA	NA	45367.55	184	27/03/2023	2023	2074	no	TRUE	78960	FALSE	FALSE	51559.520546875	-6191.970546874996	Subordinate	Old A	5.678302532511978	no	0.40724024631584704	-0.5338201731767547	0.3362588145570009	8	9	yes	yes	63
7796	164	Sample.24.29	5901	29	29	Major	1	10156	13520	L921100	LG/NX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	23/01/2018	0.162	05/06/2012	0	09:02	182	A	1873	5.128	RB	46	63	BrF	45367.55	NA	NA	45367.55	184	27/03/2023	2023	2074	no	TRUE	64995	FALSE	FALSE	51559.520546875	-6191.970546874996	Dominant	A 3-6 yrs	5.678302532511978	no	0.40724024631584704	-0.5338201731767547	0.3362588145570009	8	9	yes	yes	63
7791	164	Sample.25.30	6187	30	30	Major	1	10157	13521	L921284	NW/WX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	22/01/2018	0.0204	26/03/2014	0	09:10	190	A	1214	3.324	RB	46.1	64	BrF	25475.7	NA	NA	25475.7	176	30/09/2021	2021	1531	yes	TRUE	115239	FALSE	FALSE	51559.520546875	-26083.820546875	Dominant	A 3-6 yrs	4.191649555099247	no	0.40724024631584704	-0.5108939949709111	-0.017882930548265657	5	3	no	no	64
7796	164	Sample.26.31	6654	31	31	Major	1	10160	13520	Z691137	GO/SX	63	22/07/2017	2017	25/09/2017	65	Faecal	Faecal	23/01/2018	0.0352	16/07/2016	1	11:28	328	A	371	1.016	RB	46	63	AB	45367.55	NA	NA	45367.55	177	18/03/2022	2022	1700	yes	FALSE	65218	FALSE	FALSE	51559.520546875	-6191.970546874996	Subordinate	A 1-3 yrs	4.654346338124572	no	0.40724024631584704	-0.11541742092011087	0.3362588145570009	8	9	yes	yes	63
7796	164	Sample.27.32	6654	32	32	Major	1	10180	13543	Z691137	GO/SX	63	09/08/2017	2017	25/09/2017	47	Faecal	Faecal	17/01/2018	NA	16/07/2016	1	08:24	144	A	389	1.065	RB	46	63	AB	45367.55	NA	NA	45367.55	177	18/03/2022	2022	1682	yes	FALSE	44591	FALSE	FALSE	51559.520546875	-6191.970546874996	Subordinate	A 1-3 yrs	4.605065023956194	no	0.031483261833862033	-0.6427195196545112	0.3362588145570009	8	9	yes	yes	63
7766	164	Sample.28.33	6752	33	33	Major	1	10178	13542	Z691336	YY/NX	55	08/08/2017	2017	25/09/2017	48	Faecal	Faecal	23/01/2018	0.0792	24/03/2017	0	14:14	494	OFL	137	0.375	G	39	55	OFL	59592.25	NA	NA	59592.25	184	27/03/2023	2023	2057	no	FALSE	962984	FALSE	FALSE	51559.520546875	8032.729453125001	Juvenile	OFL	5.631759069130732	no	0.05235864986063898	0.3603007768511417	0.5895062541666343	7	9	yes	yes	55
7750	164	Sample.29.34	6728	34	34	Major	1	10144	13515	Z691332	WB/NX	24	27/07/2017	2017	25/09/2017	60	Faecal	Faecal	25/01/2018	0.0588	26/10/2016	1	10:16	256	SA	274	0.75	LB	18	24	AB	27174.66	NA	NA	27174.66	176	30/09/2021	2021	1526	yes	FALSE	54905	FALSE	FALSE	51559.520546875	-24384.860546875	Subordinate	SA	4.177960301163586	no	0.30286330618196233	-0.32175302477270235	0.012364264120105727	6	10	no	no	24
7776	164	Sample.3.3	6731	3	3	Major	1	10147	13498	Z691323	VX/WV	75	26/06/2017	2017	25/09/2017	91	Faecal	Faecal	25/01/2018	0.0592	09/02/2017	1	10:59	299	OFL	137	0.375	G	51.2	75	H	49923.83	NA	NA	49923.83	173	23/09/2019	2019	819	yes	FALSE	76040	FALSE	FALSE	51559.520546875	-1635.6905468749974	Subordinate	OFL	2.242299794661191	no	0.9500003350120476	-0.19852481691629356	0.41737590273071146	8	3	yes	yes	75
7738	164	Sample.31.36	6662	36	36	Major	1	10217	13593	Z691125	BE/WX	105	29/08/2017	2017	25/09/2017	27	Faecal	Faecal	22/01/2018	0.0696	05/08/2016	0	11:20	320	A	389	1.065	RB	122	179	AB	23270.89	NA	NA	23270.89	166	14/03/2018	2018	197	yes	FALSE	189289	FALSE	FALSE	51559.520546875	-28288.630546875	Subordinate	A 1-3 yrs	0.5393566050650239	yes	-0.3860244987016769	-0.13834359912595437	-0.057135954325618854	7	1	no	yes	179
7749	164	Sample.33.39	6554	39	39	Major	1	10186	13546	X784190	LW/EX	58	31/07/2017	2017	25/09/2017	56	Faecal	Faecal	20/12/2017	0.0342	26/09/2015	0	16:38	638	A	674	1.845	RB	41.1	58	BrF	43152.92	NA	NA	43152.92	178	14/09/2022	2022	1871	yes	TRUE	62429	FALSE	FALSE	51559.520546875	-8406.600546875	Dominant	A 1-3 yrs	5.122518822724161	no	0.21936175407485453	0.7729719845563247	0.29683096179506685	6	3	no	yes	58
7817	164	Sample.35.41	6222	41	41	Major	1	10221	13584	L921228	NY/RX	82	28/08/2017	2017	25/09/2017	28	Faecal	Faecal	22/01/2018	0.001	27/01/2014	1	09:24	204	A	1309	3.584	RB	55	82	BrM	79639.22	NA	NA	79639.22	178	14/09/2022	2022	1843	yes	TRUE	12142	FALSE	FALSE	51559.520546875	28079.699453125002	Dominant	A 3-6 yrs	5.045859000684462	no	-0.3651491106748999	-0.47077318311068506	0.9464096563073565	4	0	no	no	82
7793	164	Sample.36.42	6740	42	42	Major	1	10166	13531	Z691335	BY/WX	62	08/08/2017	2017	25/09/2017	48	Faecal	Faecal	17/01/2018	0.0388	07/11/2016	0	13:44	464	SA	274	0.75	LB	45	62	H	87182.2	NA	NA	87182.2	173	23/09/2019	2019	776	yes	FALSE	663568	FALSE	FALSE	51559.520546875	35622.679453125	Subordinate	SA	2.1245722108145104	no	0.05235864986063898	0.27432760857922855	1.0807000365632966	7	6	yes	yes	62
7733	164	Sample.4.4	6732	4	4	Major	1	10148	13507	Z691324	BN/YX	71	28/06/2017	2017	25/09/2017	89	Faecal	Faecal	20/12/2017	0.0426	11/02/2017	1	09:12	192	OFL	137	0.375	G	50	71	H	16628.27	NA	NA	16628.27	171	09/03/2019	2019	619	yes	FALSE	53163	FALSE	FALSE	51559.520546875	-34931.250546875	Subordinate	OFL	1.6947296372347707	no	0.9082495589584937	-0.5051624504194503	-0.17539690234559413	8	1	yes	no	71
7766	164	Sample.40.46	6737	46	46	Major	1	10163	13529	Z691347	LG/YX	55	17/08/2017	2017	25/09/2017	39	Faecal	Faecal	25/01/2018	0.0444	16/08/2016	0	16:10	610	SA	366	1.002	LB	39	55	H	59592.25	NA	NA	59592.25	176	30/09/2021	2021	1505	yes	FALSE	80627	FALSE	FALSE	51559.520546875	8032.729453125001	Subordinate	A 1-3 yrs	4.120465434633813	no	-0.13551984238035353	0.6927303608358724	0.5895062541666343	7	9	yes	yes	55
7766	164	Sample.44.50	6752	50	50	Major	1	10178	13542	Z691336	YY/NX	55	08/08/2017	2017	25/09/2017	48	Faecal	Faecal	20/12/2017	0.0324	24/03/2017	0	14:14	494	OFL	137	0.375	G	39	55	OFL	59592.25	NA	NA	59592.25	184	27/03/2023	2023	2057	no	FALSE	73885	FALSE	FALSE	51559.520546875	8032.729453125001	Juvenile	OFL	5.631759069130732	no	0.05235864986063898	0.3603007768511417	0.5895062541666343	7	9	yes	yes	55
7830	164	Sample.45.51	5635	51	51	Major	1	10187	13547	V267591	YV/KX	481	16/08/2017	2017	25/09/2017	40	Faecal	Faecal	15/01/2018	1.396	16/12/2010	0	17:18	678	A	2435	6.667	RB	133	481	BrF	95885.91	NA	NA	95885.91	174	16/03/2020	2020	943	yes	TRUE	131434	FALSE	FALSE	51559.520546875	44326.389453125004	Dominant	Old A	2.5817932922655715	no	-0.11464445435357658	0.8876028755855421	1.2356553096168417	7	5	yes	yes	481
7830	164	Sample.46.52	6693	52	52	Major	1	10185	13538	Z691304	GE/EX	481	16/08/2017	2017	25/09/2017	40	Faecal	Faecal	25/01/2018	0.06	28/09/2016	0	16:45	645	A	322	0.882	RB	133	481	H	95885.91	NA	NA	95885.91	174	16/03/2020	2020	943	yes	TRUE	65770	FALSE	FALSE	51559.520546875	44326.389453125004	Subordinate	SA	2.5817932922655715	no	-0.11464445435357658	0.7930323904864377	1.2356553096168417	7	5	yes	yes	481
7805	164	Sample.48.54	5833	54	54	Major	1	10183	13539	X784061	VR/RX	34	10/08/2017	2017	25/09/2017	46	Faecal	Faecal	25/01/2018	0.0152	17/06/2011	0	16:19	619	A	2246	6.149	RB	26	34	BrF	63064.91	NA	NA	63064.91	171	09/03/2019	2019	576	yes	TRUE	68390	FALSE	FALSE	51559.520546875	11505.389453125004	Dominant	Old A	1.5770020533880904	no	0.010607873807085088	0.7185223113174463	0.6513312665489545	7	5	no	yes	34
7770	164	Sample.49.55	6707	55	55	Major	1	10182	13536	Z691319	WW/EX	34	10/08/2017	2017	25/09/2017	46	Faecal	Faecal	22/01/2018	0.184	09/10/2016	0	16:10	610	SA	305	0.835	LB	11	16	AB	72942.35	NA	NA	72942.35	184	27/03/2023	2023	2055	no	TRUE	60566	FALSE	FALSE	51559.520546875	21382.829453125007	Subordinate	SA	5.626283367556468	no	0.010607873807085088	0.6927303608358724	0.8271828760660463	6	1	no	no	16
7793	164	Sample.52.61	6740	61	61	Major	1	10207	13550	Z691335	BY/WX	62	19/08/2017	2017	25/09/2017	37	Faecal	Faecal	17/01/2018	0.0672	07/11/2016	0	15:00	540	SA	285	0.78	LB	45	62	H	87182.2	NA	NA	87182.2	173	23/09/2019	2019	765	yes	FALSE	103971	FALSE	FALSE	51559.520546875	35622.679453125	Subordinate	SA	2.0944558521560577	no	-0.1772706184339074	0.4921263015347418	1.0807000365632966	7	6	yes	yes	62
7793	164	Sample.53.62	5291	62	62	Major	1	10208	13626	V267411	NV/GX	62	19/08/2017	2017	25/09/2017	37	Faecal	Faecal	23/01/2018	0.0576	23/10/2008	1	15:19	559	A	3222	8.821	RB	45	62	BrM	87182.2	NA	NA	87182.2	167	22/09/2018	2018	399	yes	TRUE	78295	FALSE	FALSE	51559.520546875	35622.679453125	Dominant	Old A	1.0924024640657084	no	-0.1772706184339074	0.5465759747736201	1.0807000365632966	7	6	yes	yes	62
7818	164	Sample.54.63	6272	63	63	Major	1	10220	13584	L921241	LR/EX	637	28/08/2017	2017	25/09/2017	28	Faecal	Faecal	17/01/2018	0.354	14/07/2014	0	08:45	165	A	1141	3.124	RB	55.1	637	BrF	96280.44	NA	NA	96280.44	175	15/06/2021	2021	1387	yes	FALSE	54636	FALSE	FALSE	51559.520546875	44720.919453125	Dominant	A 3-6 yrs	3.7973990417522243	no	-0.3651491106748999	-0.5825383018641721	1.242679268811003	6	5	no	yes	637
7809	164	Sample.55.64	1826	64	64	Major	1	10179	13530	P885971	VV/AX	9	17/08/2017	2017	25/09/2017	39	Faecal	Faecal	25/01/2018	0.0456	09/08/2003	0	15:43	583	A	5122	14.023	RB	6	9	BrF	64756.95	NA	NA	64756.95	174	16/03/2020	2020	942	yes	FALSE	98292	FALSE	FALSE	51559.520546875	13197.429453124998	Dominant	Old A	2.5790554414784395	no	-0.13551984238035353	0.6153545093911506	0.681455261973609	5	5	no	no	9
7815	164	Sample.56.65	6676	65	65	Major	1	10205	13566	Z691142	YO/WX	743	22/08/2017	2017	25/09/2017	34	Faecal	Faecal	25/01/2018	0.078	14/07/2016	1	16:49	649	A	404	1.106	RB	50.1	72	ABX	39351.16	NA	NA	39351.16	184	27/03/2023	2023	2043	no	FALSE	84054	FALSE	FALSE	51559.520546875	-12208.360546874996	Subordinate	A 1-3 yrs	5.593429158110883	no	-0.23989678251423824	0.8044954795893594	0.22914686399263037	7	8	no	yes	72
7841	164	Sample.59.68	6689	68	68	Major	1	10219	13630	Z691310	GE/WX	159	29/08/2017	2017	25/09/2017	27	Faecal	Faecal	25/01/2018	0.0712	14/02/2016	1	10:00	240	A	562	1.539	RB	101.1	155	BrM	32726.03	NA	NA	32726.03	174	16/03/2020	2020	930	yes	TRUE	97053	FALSE	FALSE	51559.520546875	-18833.490546875	Dominant	A 1-3 yrs	2.546201232032854	no	-0.3860244987016769	-0.36760538118438935	0.11119729672014159	5	2	no	no	155
7733	164	Sample.6.7	6732	7	7	Major	1	10148	13507	Z691324	BN/YX	71	28/06/2017	2017	25/09/2017	89	Faecal	Faecal	22/01/2018	0.0356	11/02/2017	1	09:12	192	OFL	137	0.375	G	50	71	H	16628.27	NA	NA	16628.27	171	09/03/2019	2019	619	yes	FALSE	61101	FALSE	FALSE	51559.520546875	-34931.250546875	Subordinate	OFL	1.6947296372347707	no	0.9082495589584937	-0.5051624504194503	-0.17539690234559413	8	1	yes	no	71
